id,sign,type,m,sigma,graphtype,src,isValidation,answer,error,unsignedError,index
3,1,area,0.1,0.15,line,data/P3/line/area/S0.15m0.1.png,,-0.01,,,77
3,-1,area,0.8,0.15,quad,data/P3/quad/area/S0.15m-0.8.png,,-0.78,,,78
3,1,area,0.2,0.15,trig,data/P3/trig/area/S0.15m0.2.png,,0.23,,,79
3,1,area,0.4,0.15,line,data/P3/line/area/S0.15m0.4.png,,0.47,,,80
3,1,areatrend,0.4,0.15,quad,data/P3/quad/areatrend/S0.15m0.4.png,1,0.41,,,81
3,1,area,0.8,0.15,trig,data/P3/trig/area/S0.15m0.8.png,,0.84,,,82
3,-1,area,0.4,0.15,line,data/P3/line/area/S0.15m-0.4.png,,-0.37,,,83
3,-1,area,0.1,0.05,line,data/P3/line/area/S0.05m-0.1.png,,-0.1,,,84
3,-1,area,0.2,0.05,trig,data/P3/trig/area/S0.05m-0.2.png,,-0.18,,,85
3,1,area,0.1,0.05,trig,data/P3/trig/area/S0.05m0.1.png,,0.12,,,86
3,-1,area,0.8,0.05,quad,data/P3/quad/area/S0.05m-0.8.png,,-0.8,,,87
3,1,area,0.2,0.05,quad,data/P3/quad/area/S0.05m0.2.png,,0.23,,,88
3,1,area,0.4,0.05,line,data/P3/line/area/S0.05m0.4.png,,0.39,,,89
3,1,area,0.8,0.05,trig,data/P3/trig/area/S0.05m0.8.png,,0.81,,,90
3,-1,area,0.4,0.05,quad,data/P3/quad/area/S0.05m-0.4.png,,-0.39,,,91
3,-1,area,0.1,0.2,trig,data/P3/trig/area/S0.2m-0.1.png,,-0.07,,,92
3,-1,area,0.2,0.2,quad,data/P3/quad/area/S0.2m-0.2.png,,-0.09,,,93
3,1,area,0.1,0.2,line,data/P3/line/area/S0.2m0.1.png,,0,,,94
3,-1,area,0.8,0.2,line,data/P3/line/area/S0.2m-0.8.png,,-0.46,,,95
3,1,area,0.2,0.2,line,data/P3/line/area/S0.2m0.2.png,,0.16,,,96
3,1,area,0.4,0.2,line,data/P3/line/area/S0.2m0.4.png,,0.43,,,97
3,1,area,0.8,0.2,line,data/P3/line/area/S0.2m0.8.png,,0.75,,,98
3,-1,area,0.4,0.2,line,data/P3/line/area/S0.2m-0.4.png,,-0.43,,,99
4,-1,line,0.2,0.15,quad,data/P4/quad/line/S0.15m-0.2.png,,-0.21,,,0
4,-1,line,0.4,0.15,quad,data/P4/quad/line/S0.15m-0.4.png,,-0.45,,,1
4,1,linetrend,0.4,0.15,trig,data/P4/trig/linetrend/S0.15m0.4.png,1,0.39,,,2
4,1,line,0.2,0.15,quad,data/P4/quad/line/S0.15m0.2.png,,0.31,,,3
4,1,line,0.1,0.15,quad,data/P4/quad/line/S0.15m0.1.png,,0.15,,,4
4,1,line,0.4,0.15,quad,data/P4/quad/line/S0.15m0.4.png,,0.45,,,5
4,1,line,0.8,0.15,trig,data/P4/trig/line/S0.15m0.8.png,,0.75,,,6
4,-1,line,0.1,0.15,line,data/P4/line/line/S0.15m-0.1.png,,-0.13,,,7
4,-1,line,0.8,0.15,line,data/P4/line/line/S0.15m-0.8.png,,-0.84,,,8
4,-1,line,0.2,0.2,line,data/P4/line/line/S0.2m-0.2.png,,-0.13,,,9
4,1,linetrend,0.8,0.05,line,data/P4/line/linetrend/S0.05m0.8.png,1,0.81,,,10
4,-1,line,0.4,0.2,line,data/P4/line/line/S0.2m-0.4.png,,-0.51,,,11
4,1,line,0.2,0.2,line,data/P4/line/line/S0.2m0.2.png,,0.46,,,12
4,1,line,0.1,0.2,line,data/P4/line/line/S0.2m0.1.png,,0.22,,,13
4,1,line,0.4,0.2,quad,data/P4/quad/line/S0.2m0.4.png,,0.42,,,14
4,1,line,0.8,0.2,quad,data/P4/quad/line/S0.2m0.8.png,,0.86,,,15
4,-1,line,0.1,0.2,line,data/P4/line/line/S0.2m-0.1.png,,-0.12,,,16
4,-1,line,0.8,0.2,trig,data/P4/trig/line/S0.2m-0.8.png,,-0.86,,,17
4,-1,line,0.2,0.1,trig,data/P4/trig/line/S0.1m-0.2.png,,-0.2,,,18
4,-1,line,0.4,0.1,trig,data/P4/trig/line/S0.1m-0.4.png,,-0.39,,,19
4,1,line,0.2,0.1,trig,data/P4/trig/line/S0.1m0.2.png,,0.24,,,20
4,1,line,0.1,0.1,line,data/P4/line/line/S0.1m0.1.png,,0.18,,,21
4,1,line,0.4,0.1,trig,data/P4/trig/line/S0.1m0.4.png,,0.44,,,22
4,1,line,0.8,0.1,line,data/P4/line/line/S0.1m0.8.png,,0.91,,,23
4,-1,line,0.1,0.1,trig,data/P4/trig/line/S0.1m-0.1.png,,-0.17,,,24
4,-1,line,0.8,0.1,quad,data/P4/quad/line/S0.1m-0.8.png,,-0.84,,,25
4,-1,line,0.2,0.05,quad,data/P4/quad/line/S0.05m-0.2.png,,-0.17,,,26
4,-1,line,0.4,0.05,trig,data/P4/trig/line/S0.05m-0.4.png,,-0.45,,,27
4,1,line,0.2,0.05,line,data/P4/line/line/S0.05m0.2.png,,0.19,,,28
4,1,line,0.1,0.05,line,data/P4/line/line/S0.05m0.1.png,,0.07,,,29
4,1,line,0.4,0.05,quad,data/P4/quad/line/S0.05m0.4.png,,0.42,,,30
4,1,line,0.8,0.05,line,data/P4/line/line/S0.05m0.8.png,,0.77,,,31
4,-1,line,0.1,0.05,trig,data/P4/trig/line/S0.05m-0.1.png,,-0.14,,,32
4,-1,line,0.8,0.05,quad,data/P4/quad/line/S0.05m-0.8.png,,-0.79,,,33
4,-1,scatter,0.2,0.15,trig,data/P4/trig/scatter/S0.15m-0.2.png,,-0.27,,,34
4,-1,scatter,0.4,0.15,line,data/P4/line/scatter/S0.15m-0.4.png,,-0.37,,,35
4,1,scatter,0.2,0.15,trig,data/P4/trig/scatter/S0.15m0.2.png,,0.43,,,36
4,1,scatter,0.1,0.15,quad,data/P4/quad/scatter/S0.15m0.1.png,,0.06,,,37
4,1,scatter,0.4,0.15,trig,data/P4/trig/scatter/S0.15m0.4.png,,0.56,,,38
4,1,scatter,0.8,0.15,quad,data/P4/quad/scatter/S0.15m0.8.png,,0.94,,,39
4,-1,scatter,0.1,0.15,quad,data/P4/quad/scatter/S0.15m-0.1.png,,-0.06,,,40
4,-1,scatter,0.8,0.15,line,data/P4/line/scatter/S0.15m-0.8.png,,-0.88,,,41
4,-1,scatter,0.2,0.2,quad,data/P4/quad/scatter/S0.2m-0.2.png,,-0.15,,,42
4,-1,scatter,0.4,0.2,quad,data/P4/quad/scatter/S0.2m-0.4.png,,-0.35,,,43
4,1,scatter,0.2,0.2,line,data/P4/line/scatter/S0.2m0.2.png,,0.16,,,44
4,1,scatter,0.1,0.2,line,data/P4/line/scatter/S0.2m0.1.png,,0.26,,,45
4,1,scatter,0.4,0.2,trig,data/P4/trig/scatter/S0.2m0.4.png,,0.55,,,46
4,1,scatter,0.8,0.2,trig,data/P4/trig/scatter/S0.2m0.8.png,,1,,,47
4,-1,scatter,0.1,0.2,trig,data/P4/trig/scatter/S0.2m-0.1.png,,-0.22,,,48
4,-1,scatter,0.8,0.2,line,data/P4/line/scatter/S0.2m-0.8.png,,-0.75,,,49
4,-1,scatter,0.2,0.1,line,data/P4/line/scatter/S0.1m-0.2.png,,-0.31,,,50
4,-1,scatter,0.4,0.1,line,data/P4/line/scatter/S0.1m-0.4.png,,-0.41,,,51
4,1,scatter,0.2,0.1,quad,data/P4/quad/scatter/S0.1m0.2.png,,0.16,,,52
4,1,scatter,0.1,0.1,line,data/P4/line/scatter/S0.1m0.1.png,,0.26,,,53
4,1,scatter,0.4,0.1,line,data/P4/line/scatter/S0.1m0.4.png,,0.44,,,54
4,1,scatter,0.8,0.1,quad,data/P4/quad/scatter/S0.1m0.8.png,,0.79,,,55
4,-1,scatter,0.1,0.1,trig,data/P4/trig/scatter/S0.1m-0.1.png,,-0.16,,,56
4,-1,scattertrend,0.4,0.1,line,data/P4/line/scattertrend/S0.1m-0.4.png,1,-0.41,,,57
4,-1,scatter,0.8,0.1,quad,data/P4/quad/scatter/S0.1m-0.8.png,,-0.83,,,58
4,-1,scatter,0.2,0.05,line,data/P4/line/scatter/S0.05m-0.2.png,,-0.21,,,59
4,-1,scatter,0.4,0.05,line,data/P4/line/scatter/S0.05m-0.4.png,,-0.41,,,60
4,1,scatter,0.2,0.05,quad,data/P4/quad/scatter/S0.05m0.2.png,,0.17,,,61
4,1,scatter,0.1,0.05,trig,data/P4/trig/scatter/S0.05m0.1.png,,0.12,,,62
4,1,scatter,0.4,0.05,quad,data/P4/quad/scatter/S0.05m0.4.png,,0.4,,,63
4,1,scatter,0.8,0.05,quad,data/P4/quad/scatter/S0.05m0.8.png,,0.79,,,64
4,-1,scatter,0.1,0.05,quad,data/P4/quad/scatter/S0.05m-0.1.png,,-0.14,,,65
4,-1,scatter,0.8,0.05,trig,data/P4/trig/scatter/S0.05m-0.8.png,,-0.81,,,66
4,-1,area,0.2,0.15,quad,data/P4/quad/area/S0.15m-0.2.png,,-0.24,,,67
4,-1,area,0.4,0.15,trig,data/P4/trig/area/S0.15m-0.4.png,,-0.52,,,68
4,1,area,0.2,0.15,trig,data/P4/trig/area/S0.15m0.2.png,,0.36,,,69
4,1,area,0.1,0.15,line,data/P4/line/area/S0.15m0.1.png,,0.08,,,70
4,1,area,0.4,0.15,trig,data/P4/trig/area/S0.15m0.4.png,,0.45,,,71
4,1,area,0.8,0.15,trig,data/P4/trig/area/S0.15m0.8.png,,0.78,,,72
4,1,areatrend,0.4,0.15,quad,data/P4/quad/areatrend/S0.15m0.4.png,1,0.39,,,73
4,-1,area,0.1,0.15,trig,data/P4/trig/area/S0.15m-0.1.png,,-0.11,,,74
4,-1,area,0.8,0.15,quad,data/P4/quad/area/S0.15m-0.8.png,,-0.87,,,75
4,-1,area,0.2,0.2,trig,data/P4/trig/area/S0.2m-0.2.png,,-0.13,,,76
4,-1,area,0.4,0.2,quad,data/P4/quad/area/S0.2m-0.4.png,,-0.55,,,77
4,1,area,0.2,0.2,trig,data/P4/trig/area/S0.2m0.2.png,,0.26,,,78
4,1,area,0.1,0.2,line,data/P4/line/area/S0.2m0.1.png,,0.03,,,79
4,1,area,0.4,0.2,quad,data/P4/quad/area/S0.2m0.4.png,,0.3,,,80
4,1,area,0.8,0.2,trig,data/P4/trig/area/S0.2m0.8.png,,0.74,,,81
4,-1,area,0.1,0.2,line,data/P4/line/area/S0.2m-0.1.png,,-0.2,,,82
4,-1,area,0.8,0.2,quad,data/P4/quad/area/S0.2m-0.8.png,,-0.86,,,83
4,-1,area,0.2,0.1,trig,data/P4/trig/area/S0.1m-0.2.png,,-0.21,,,84
4,-1,area,0.4,0.1,trig,data/P4/trig/area/S0.1m-0.4.png,,-0.4,,,85
4,1,area,0.2,0.1,quad,data/P4/quad/area/S0.1m0.2.png,,0.2,,,86
4,1,area,0.1,0.1,line,data/P4/line/area/S0.1m0.1.png,,0.11,,,87
4,1,area,0.4,0.1,line,data/P4/line/area/S0.1m0.4.png,,0.43,,,88
4,1,area,0.8,0.1,trig,data/P4/trig/area/S0.1m0.8.png,,0.86,,,89
4,-1,area,0.1,0.1,line,data/P4/line/area/S0.1m-0.1.png,,-0.15,,,90
4,-1,area,0.8,0.1,quad,data/P4/quad/area/S0.1m-0.8.png,,-0.91,,,91
4,-1,area,0.2,0.05,trig,data/P4/trig/area/S0.05m-0.2.png,,-0.19,,,92
4,-1,area,0.4,0.05,quad,data/P4/quad/area/S0.05m-0.4.png,,-0.42,,,93
4,1,area,0.2,0.05,line,data/P4/line/area/S0.05m0.2.png,,0.23,,,94
4,1,area,0.1,0.05,line,data/P4/line/area/S0.05m0.1.png,,0.11,,,95
4,1,area,0.4,0.05,quad,data/P4/quad/area/S0.05m0.4.png,,0.46,,,96
4,1,area,0.8,0.05,trig,data/P4/trig/area/S0.05m0.8.png,,0.83,,,97
4,-1,area,0.1,0.05,trig,data/P4/trig/area/S0.05m-0.1.png,,-0.13,,,98
4,-1,area,0.8,0.05,line,data/P4/line/area/S0.05m-0.8.png,,-0.81,,,99
5,-1,line,0.4,0.2,line,data/P5/line/line/S0.2m-0.4.png,,-0.36,,,0
5,-1,line,0.8,0.2,trig,data/P5/trig/line/S0.2m-0.8.png,,-0.8,,,1
5,1,line,0.4,0.2,trig,data/P5/trig/line/S0.2m0.4.png,,0.35,,,2
5,1,line,0.2,0.2,line,data/P5/line/line/S0.2m0.2.png,,0.2,,,3
5,1,line,0.8,0.2,trig,data/P5/trig/line/S0.2m0.8.png,,0.92,,,4
5,-1,line,0.1,0.2,quad,data/P5/quad/line/S0.2m-0.1.png,,-0.03,,,5
5,-1,line,0.2,0.2,quad,data/P5/quad/line/S0.2m-0.2.png,,-0.17,,,6
5,1,line,0.1,0.2,trig,data/P5/trig/line/S0.2m0.1.png,,0.12,,,7
5,-1,line,0.4,0.05,quad,data/P5/quad/line/S0.05m-0.4.png,,-0.39,,,8
5,-1,line,0.8,0.05,line,data/P5/line/line/S0.05m-0.8.png,,-0.79,,,9
5,1,line,0.4,0.05,quad,data/P5/quad/line/S0.05m0.4.png,,0.44,,,10
5,1,line,0.2,0.05,line,data/P5/line/line/S0.05m0.2.png,,0.21,,,11
5,1,line,0.8,0.05,quad,data/P5/quad/line/S0.05m0.8.png,,0.82,,,12
5,-1,line,0.1,0.05,trig,data/P5/trig/line/S0.05m-0.1.png,,-0.14,,,13
5,-1,line,0.2,0.05,quad,data/P5/quad/line/S0.05m-0.2.png,,-0.21,,,14
5,1,line,0.1,0.05,trig,data/P5/trig/line/S0.05m0.1.png,,0.12,,,15
5,-1,line,0.4,0.15,trig,data/P5/trig/line/S0.15m-0.4.png,,-0.46,,,16
5,-1,line,0.8,0.15,line,data/P5/line/line/S0.15m-0.8.png,,-0.86,,,17
5,1,linetrend,0.4,0.15,trig,data/P5/trig/linetrend/S0.15m0.4.png,1,0.4,,,18
5,1,line,0.4,0.15,trig,data/P5/trig/line/S0.15m0.4.png,,0.49,,,19
5,1,line,0.2,0.15,trig,data/P5/trig/line/S0.15m0.2.png,,0.29,,,20
5,1,line,0.8,0.15,line,data/P5/line/line/S0.15m0.8.png,,0.92,,,21
5,-1,line,0.1,0.15,trig,data/P5/trig/line/S0.15m-0.1.png,,-0.06,,,22
5,-1,line,0.2,0.15,trig,data/P5/trig/line/S0.15m-0.2.png,,-0.21,,,23
5,1,line,0.1,0.15,trig,data/P5/trig/line/S0.15m0.1.png,,0.06,,,24
5,-1,line,0.4,0.1,trig,data/P5/trig/line/S0.1m-0.4.png,,-0.46,,,25
5,-1,line,0.8,0.1,line,data/P5/line/line/S0.1m-0.8.png,,-0.84,,,26
5,1,line,0.4,0.1,trig,data/P5/trig/line/S0.1m0.4.png,,0.43,,,27
5,1,line,0.2,0.1,quad,data/P5/quad/line/S0.1m0.2.png,,0.31,,,28
5,1,line,0.8,0.1,quad,data/P5/quad/line/S0.1m0.8.png,,0.78,,,29
5,-1,line,0.1,0.1,line,data/P5/line/line/S0.1m-0.1.png,,-0.04,,,30
5,-1,line,0.2,0.1,line,data/P5/line/line/S0.1m-0.2.png,,-0.13,,,31
5,1,line,0.1,0.1,line,data/P5/line/line/S0.1m0.1.png,,0.07,,,32
5,-1,scatter,0.4,0.2,line,data/P5/line/scatter/S0.2m-0.4.png,,-0.58,,,33
5,-1,scatter,0.8,0.2,line,data/P5/line/scatter/S0.2m-0.8.png,,-1,,,34
5,1,scatter,0.4,0.2,line,data/P5/line/scatter/S0.2m0.4.png,,0.51,,,35
5,1,scatter,0.2,0.2,line,data/P5/line/scatter/S0.2m0.2.png,,0.2,,,36
5,1,scatter,0.8,0.2,quad,data/P5/quad/scatter/S0.2m0.8.png,,1,,,37
5,-1,scatter,0.1,0.2,quad,data/P5/quad/scatter/S0.2m-0.1.png,,-0.13,,,38
5,-1,scatter,0.2,0.2,trig,data/P5/trig/scatter/S0.2m-0.2.png,,-0.14,,,39
5,1,scatter,0.1,0.2,trig,data/P5/trig/scatter/S0.2m0.1.png,,0.01,,,40
5,-1,scatter,0.4,0.05,line,data/P5/line/scatter/S0.05m-0.4.png,,-0.41,,,41
5,-1,scatter,0.8,0.05,trig,data/P5/trig/scatter/S0.05m-0.8.png,,-0.82,,,42
5,1,scatter,0.4,0.05,quad,data/P5/quad/scatter/S0.05m0.4.png,,0.46,,,43
5,1,scatter,0.2,0.05,quad,data/P5/quad/scatter/S0.05m0.2.png,,0.25,,,44
5,1,scatter,0.8,0.05,trig,data/P5/trig/scatter/S0.05m0.8.png,,0.81,,,45
5,-1,scatter,0.1,0.05,line,data/P5/line/scatter/S0.05m-0.1.png,,-0.11,,,46
5,-1,scatter,0.2,0.05,line,data/P5/line/scatter/S0.05m-0.2.png,,-0.2,,,47
5,1,scatter,0.1,0.05,line,data/P5/line/scatter/S0.05m0.1.png,,0.03,,,48
5,-1,scatter,0.4,0.15,quad,data/P5/quad/scatter/S0.15m-0.4.png,,-0.54,,,49
5,-1,scatter,0.8,0.15,quad,data/P5/quad/scatter/S0.15m-0.8.png,,-0.84,,,50
5,1,scatter,0.4,0.15,quad,data/P5/quad/scatter/S0.15m0.4.png,,0.47,,,51
5,1,scatter,0.2,0.15,quad,data/P5/quad/scatter/S0.15m0.2.png,,0.06,,,52
5,1,scatter,0.8,0.15,trig,data/P5/trig/scatter/S0.15m0.8.png,,0.81,,,53
5,-1,scatter,0.1,0.15,line,data/P5/line/scatter/S0.15m-0.1.png,,-0.06,,,54
5,-1,scatter,0.2,0.15,line,data/P5/line/scatter/S0.15m-0.2.png,,-0.08,,,55
5,1,scatter,0.1,0.15,quad,data/P5/quad/scatter/S0.15m0.1.png,,0.11,,,56
5,-1,scatter,0.4,0.1,quad,data/P5/quad/scatter/S0.1m-0.4.png,,-0.34,,,57
5,-1,scatter,0.8,0.1,trig,data/P5/trig/scatter/S0.1m-0.8.png,,-0.85,,,58
5,1,scatter,0.4,0.1,trig,data/P5/trig/scatter/S0.1m0.4.png,,0.43,,,59
5,-1,scattertrend,0.2,0.1,quad,data/P5/quad/scattertrend/S0.1m-0.2.png,1,-0.2,,,60
5,1,scatter,0.2,0.1,trig,data/P5/trig/scatter/S0.1m0.2.png,,0.17,,,61
5,1,scatter,0.8,0.1,trig,data/P5/trig/scatter/S0.1m0.8.png,,0.84,,,62
5,-1,scatter,0.1,0.1,line,data/P5/line/scatter/S0.1m-0.1.png,,-0.07,,,63
5,-1,scatter,0.2,0.1,trig,data/P5/trig/scatter/S0.1m-0.2.png,,-0.17,,,64
5,1,scatter,0.1,0.1,quad,data/P5/quad/scatter/S0.1m0.1.png,,0.12,,,65
5,-1,area,0.4,0.2,quad,data/P5/quad/area/S0.2m-0.4.png,,-0.27,,,66
5,-1,area,0.8,0.2,line,data/P5/line/area/S0.2m-0.8.png,,-0.72,,,67
5,1,area,0.4,0.2,line,data/P5/line/area/S0.2m0.4.png,,0.35,,,68
5,1,area,0.2,0.2,line,data/P5/line/area/S0.2m0.2.png,,0.23,,,69
5,1,area,0.8,0.2,quad,data/P5/quad/area/S0.2m0.8.png,,0.85,,,70
5,-1,area,0.1,0.2,quad,data/P5/quad/area/S0.2m-0.1.png,,-0.02,,,71
5,-1,area,0.2,0.2,line,data/P5/line/area/S0.2m-0.2.png,,-0.06,,,72
5,1,area,0.1,0.2,trig,data/P5/trig/area/S0.2m0.1.png,,0.1,,,73
5,-1,area,0.4,0.05,quad,data/P5/quad/area/S0.05m-0.4.png,,-0.41,,,74
5,-1,area,0.8,0.05,quad,data/P5/quad/area/S0.05m-0.8.png,,-0.78,,,75
5,1,area,0.4,0.05,trig,data/P5/trig/area/S0.05m0.4.png,,0.42,,,76
5,1,area,0.2,0.05,trig,data/P5/trig/area/S0.05m0.2.png,,0.21,,,77
5,1,area,0.8,0.05,trig,data/P5/trig/area/S0.05m0.8.png,,0.82,,,78
5,1,areatrend,0.1,0.05,quad,data/P5/quad/areatrend/S0.05m0.1.png,1,0.11,,,79
5,-1,area,0.1,0.05,line,data/P5/line/area/S0.05m-0.1.png,,-0.07,,,80
5,-1,area,0.2,0.05,line,data/P5/line/area/S0.05m-0.2.png,,-0.14,,,81
5,1,area,0.1,0.05,trig,data/P5/trig/area/S0.05m0.1.png,,0.12,,,82
5,-1,area,0.4,0.15,line,data/P5/line/area/S0.15m-0.4.png,,-0.39,,,83
5,-1,area,0.8,0.15,quad,data/P5/quad/area/S0.15m-0.8.png,,-0.77,,,84
5,1,area,0.4,0.15,quad,data/P5/quad/area/S0.15m0.4.png,,0.45,,,85
5,1,area,0.2,0.15,quad,data/P5/quad/area/S0.15m0.2.png,,0.15,,,86
5,1,area,0.8,0.15,trig,data/P5/trig/area/S0.15m0.8.png,,0.99,,,87
5,-1,area,0.1,0.15,quad,data/P5/quad/area/S0.15m-0.1.png,,-0.2,,,88
5,-1,area,0.2,0.15,line,data/P5/line/area/S0.15m-0.2.png,,-0.24,,,89
5,1,area,0.1,0.15,line,data/P5/line/area/S0.15m0.1.png,,0.12,,,90
5,-1,areatrend,0.4,0.1,line,data/P5/line/areatrend/S0.1m-0.4.png,1,-0.39,,,91
5,-1,area,0.4,0.1,trig,data/P5/trig/area/S0.1m-0.4.png,,-0.43,,,92
5,-1,area,0.8,0.1,line,data/P5/line/area/S0.1m-0.8.png,,-0.73,,,93
5,1,area,0.4,0.1,trig,data/P5/trig/area/S0.1m0.4.png,,0.45,,,94
5,1,area,0.2,0.1,quad,data/P5/quad/area/S0.1m0.2.png,,0.24,,,95
5,1,area,0.8,0.1,quad,data/P5/quad/area/S0.1m0.8.png,,0.82,,,96
5,-1,area,0.1,0.1,quad,data/P5/quad/area/S0.1m-0.1.png,,-0.09,,,97
5,-1,area,0.2,0.1,quad,data/P5/quad/area/S0.1m-0.2.png,,-0.16,,,98
5,1,area,0.1,0.1,line,data/P5/line/area/S0.1m0.1.png,,0.06,,,99
6,-1,line,0.8,0.05,trig,data/P6/trig/line/S0.05m-0.8.png,,-0.81,,,0
6,1,line,0.1,0.05,quad,data/P6/quad/line/S0.05m0.1.png,,0.17,,,1
6,1,line,0.8,0.05,quad,data/P6/quad/line/S0.05m0.8.png,,0.84,,,2
6,1,line,0.4,0.05,trig,data/P6/trig/line/S0.05m0.4.png,,0.44,,,3
6,-1,line,0.1,0.05,quad,data/P6/quad/line/S0.05m-0.1.png,,-0.13,,,4
6,-1,line,0.2,0.05,quad,data/P6/quad/line/S0.05m-0.2.png,,-0.2,,,5
6,-1,line,0.4,0.05,line,data/P6/line/line/S0.05m-0.4.png,,-0.46,,,6
6,1,line,0.2,0.05,quad,data/P6/quad/line/S0.05m0.2.png,,0.25,,,7
6,-1,line,0.8,0.1,trig,data/P6/trig/line/S0.1m-0.8.png,,-0.88,,,8
6,1,line,0.1,0.1,quad,data/P6/quad/line/S0.1m0.1.png,,0.13,,,9
6,1,line,0.8,0.1,trig,data/P6/trig/line/S0.1m0.8.png,,0.8,,,10
6,1,line,0.4,0.1,trig,data/P6/trig/line/S0.1m0.4.png,,0.43,,,11
6,-1,line,0.1,0.1,line,data/P6/line/line/S0.1m-0.1.png,,-0.21,,,12
6,-1,line,0.2,0.1,quad,data/P6/quad/line/S0.1m-0.2.png,,-0.24,,,13
6,-1,line,0.4,0.1,line,data/P6/line/line/S0.1m-0.4.png,,-0.45,,,14
6,1,line,0.2,0.1,line,data/P6/line/line/S0.1m0.2.png,,0.19,,,15
6,-1,line,0.8,0.2,trig,data/P6/trig/line/S0.2m-0.8.png,,-0.85,,,16
6,1,line,0.1,0.2,trig,data/P6/trig/line/S0.2m0.1.png,,0.16,,,17
6,1,line,0.8,0.2,quad,data/P6/quad/line/S0.2m0.8.png,,0.81,,,18
6,1,line,0.4,0.2,quad,data/P6/quad/line/S0.2m0.4.png,,0.48,,,19
6,-1,line,0.1,0.2,quad,data/P6/quad/line/S0.2m-0.1.png,,-0.04,,,20
6,-1,line,0.2,0.2,quad,data/P6/quad/line/S0.2m-0.2.png,,-0.22,,,21
6,-1,line,0.4,0.2,trig,data/P6/trig/line/S0.2m-0.4.png,,-0.28,,,22
6,1,line,0.2,0.2,trig,data/P6/trig/line/S0.2m0.2.png,,0.13,,,23
6,-1,line,0.8,0.15,line,data/P6/line/line/S0.15m-0.8.png,,-0.89,,,24
6,1,line,0.1,0.15,trig,data/P6/trig/line/S0.15m0.1.png,,0.06,,,25
6,1,line,0.8,0.15,line,data/P6/line/line/S0.15m0.8.png,,0.96,,,26
6,-1,linetrend,0.4,0.15,trig,data/P6/trig/linetrend/S0.15m-0.4.png,1,-0.42,,,27
6,1,line,0.4,0.15,line,data/P6/line/line/S0.15m0.4.png,,0.44,,,28
6,-1,line,0.1,0.15,trig,data/P6/trig/line/S0.15m-0.1.png,,-0.17,,,29
6,-1,line,0.2,0.15,trig,data/P6/trig/line/S0.15m-0.2.png,,-0.35,,,30
6,-1,line,0.4,0.15,trig,data/P6/trig/line/S0.15m-0.4.png,,-0.46,,,31
6,1,line,0.2,0.15,line,data/P6/line/line/S0.15m0.2.png,,0.43,,,32
6,-1,scatter,0.8,0.05,line,data/P6/line/scatter/S0.05m-0.8.png,,-0.82,,,33
6,1,scattertrend,0.8,0.05,trig,data/P6/trig/scattertrend/S0.05m0.8.png,1,0.83,,,34
6,1,scatter,0.1,0.05,quad,data/P6/quad/scatter/S0.05m0.1.png,,0.11,,,35
6,1,scatter,0.8,0.05,quad,data/P6/quad/scatter/S0.05m0.8.png,,0.87,,,36
6,1,scatter,0.4,0.05,line,data/P6/line/scatter/S0.05m0.4.png,,0.46,,,37
6,-1,scatter,0.1,0.05,line,data/P6/line/scatter/S0.05m-0.1.png,,-0.17,,,38
6,-1,scatter,0.2,0.05,quad,data/P6/quad/scatter/S0.05m-0.2.png,,-0.22,,,39
6,-1,scatter,0.4,0.05,line,data/P6/line/scatter/S0.05m-0.4.png,,-0.41,,,40
6,1,scatter,0.2,0.05,trig,data/P6/trig/scatter/S0.05m0.2.png,,0.25,,,41
6,-1,scatter,0.8,0.1,quad,data/P6/quad/scatter/S0.1m-0.8.png,,-1,,,42
6,1,scatter,0.1,0.1,trig,data/P6/trig/scatter/S0.1m0.1.png,,0.12,,,43
6,1,scatter,0.8,0.1,line,data/P6/line/scatter/S0.1m0.8.png,,0.93,,,44
6,1,scatter,0.4,0.1,trig,data/P6/trig/scatter/S0.1m0.4.png,,0.59,,,45
6,-1,scatter,0.1,0.1,quad,data/P6/quad/scatter/S0.1m-0.1.png,,-0.17,,,46
6,-1,scatter,0.2,0.1,line,data/P6/line/scatter/S0.1m-0.2.png,,-0.25,,,47
6,-1,scatter,0.4,0.1,line,data/P6/line/scatter/S0.1m-0.4.png,,-0.37,,,48
6,1,scatter,0.2,0.1,quad,data/P6/quad/scatter/S0.1m0.2.png,,0.26,,,49
6,-1,scatter,0.8,0.2,quad,data/P6/quad/scatter/S0.2m-0.8.png,,-0.86,,,50
6,1,scatter,0.1,0.2,trig,data/P6/trig/scatter/S0.2m0.1.png,,0.07,,,51
6,1,scatter,0.8,0.2,quad,data/P6/quad/scatter/S0.2m0.8.png,,0.74,,,52
6,1,scatter,0.4,0.2,line,data/P6/line/scatter/S0.2m0.4.png,,0.34,,,53
6,-1,scatter,0.1,0.2,line,data/P6/line/scatter/S0.2m-0.1.png,,-0.12,,,54
6,-1,scatter,0.2,0.2,quad,data/P6/quad/scatter/S0.2m-0.2.png,,-0.28,,,55
6,-1,scatter,0.4,0.2,trig,data/P6/trig/scatter/S0.2m-0.4.png,,-0.34,,,56
6,1,scatter,0.2,0.2,line,data/P6/line/scatter/S0.2m0.2.png,,0.13,,,57
6,-1,scatter,0.8,0.15,line,data/P6/line/scatter/S0.15m-0.8.png,,-1,,,58
6,1,scatter,0.1,0.15,line,data/P6/line/scatter/S0.15m0.1.png,,0.02,,,59
